  分治：12 块 144 对，可行 40 对，整块淘汰掉 0 格
有向预计算：走向已定 0/143162 (0.0%) | 无向判定率 0.0% -> 0.0% (0 -> 0 / 71581 边)
有向预计算：走向已定 0/143162 (0.0%) | 无向判定率 0.0% -> 0.0% (0 -> 0 / 71581 边)
全局阶段：固定 0 条边，起点候选 50288 / 50288 (100.0%)
adaptive PROPDEPTH=2 (fixed 0 / 71581 edges; 第一层存活率>=SURVDEEP%再升深层)
T1 sh7 cell=(20,0) PROBE0 nodes=52
T1 sh16 cell=(104,12) PROBE0 nodes=38
T1 sh24 cell=(223,9) PROBE0 nodes=44
T1 sh20 cell=(170,10) PROBE0 nodes=101
T1 sh19 cell=(116,12) PROBE0 nodes=7
T1 sh14 cell=(144,10) PROBE0 nodes=103
T1 sh10 cell=(82,12) PROBE0 nodes=140
T1 sh17 cell=(159,10) PROBE0 nodes=169
T1 sh22 cell=(0,12) PROBE0 nodes=160
T1 sh0 cell=(85,10) PROBE0 nodes=102
T1 sh1 cell=(27,12) PROBE0 nodes=18
T1 sh13 cell=(93,12) PROBE0 nodes=43
T1 sh21 cell=(177,10) PROBE0 nodes=81
T1 sh23 cell=(22,11) PROBE0 nodes=411
T1 sh3 cell=(105,10) PROBE0 nodes=32
T1 sh15 cell=(29,10) PROBE0 nodes=18
T1 sh12 cell=(138,10) PROBE0 nodes=528
T1 sh11 cell=(240,10) PROBE0 nodes=5
T1 sh7 cell=(47,12) PROBE0 nodes=5
T1 sh11 cell=(72,11) PROPKILL
T1 sh6 cell=(113,10) PROBE0 nodes=7
T1 sh8 cell=(220,10) PROBE0 nodes=50
T1 sh16 cell=(241,12) PROBE0 nodes=2
T1 sh19 cell=(248,12) PROBE0 nodes=589
T1 sh4 cell=(37,12) PROBE0 nodes=22
T1 sh18 cell=(42,10) PROBE0 nodes=81
T1 sh24 cell=(77,10) PROBE0 nodes=78
T1 sh20 cell=(3,11) PROBE0 nodes=57
T1 sh17 cell=(265,10) PROBE0 nodes=165
T1 sh14 cell=(250,10) PROBE0 nodes=531
T1 sh9 cell=(68,11) PROBE0 nodes=42
T1 sh1 cell=(151,12) PROBE0 nodes=303
T1 sh13 cell=(227,12) PROBE0 nodes=36
T1 sh22 cell=(134,12) PROBE0 nodes=500
T1 sh5 cell=(51,11) PROBE0 nodes=40
T1 sh23 cell=(151,11) PROBE0 nodes=3
T1 sh16 cell=(117,13) PROBE0 nodes=9
T1 sh7 cell=(185,12) PROBE0 nodes=67
T1 sh4 cell=(170,12) PROBE0 nodes=313
T1 sh12 cell=(244,10) PROBE0 nodes=41
T1 sh19 cell=(131,13) PROBE0 nodes=500
T1 sh25 cell=(0,13) PROBE0 nodes=64
T1 sh15 cell=(145,10) PROBE0 nodes=466
T1 sh17 cell=(116,11) PROBE0 nodes=8
T1 sh24 cell=(189,10) PROBE0 nodes=78
T1 sh8 cell=(66,11) PROBE0 nodes=203
T1 sh20 cell=(133,11) PROBE0 nodes=363
T1 sh2 cell=(39,11) PROBE0 nodes=50
T1 sh13 cell=(104,13) PROBE0 nodes=39
T1 sh18 cell=(165,10) PROBE0 nodes=123
T1 sh5 cell=(182,11) PROBE0 nodes=61
T1 sh14 cell=(91,11) PROBE0 nodes=54
T1 sh16 cell=(269,13) PROBE0 nodes=11
T1 sh1 cell=(6,13) PROBE0 nodes=167
T1 sh0 cell=(28,11) PROBE0 nodes=17
T1 sh4 cell=(30,13) PROBE0 nodes=14
T1 sh3 cell=(43,11) PROBE0 nodes=6
T1 sh19 cell=(0,14) PROBE0 nodes=63
T1 sh23 cell=(5,12) PROBE0 nodes=503
T1 sh11 cell=(84,12) PROBE0 nodes=65
T1 sh12 cell=(80,11) PROBE0 nodes=143
T1 sh20 cell=(261,11) PROBE0 nodes=3
T1 sh17 cell=(242,11) PROBE0 nodes=53
T1 sh24 cell=(24,11) PROBE0 nodes=366
T1 sh10 cell=(234,13) PROBE0 nodes=65
T1 sh8 cell=(196,11) PROBE0 nodes=5
T1 sh5 cell=(38,12) PROBE0 nodes=23
T1 sh18 cell=(273,10) PROBE0 nodes=6
T1 sh15 cell=(251,10) PROBE0 nodes=260
T1 sh14 cell=(236,11) PROBE0 nodes=46
T1 sh16 cell=(121,14) PROBE0 nodes=39
T1 sh22 cell=(155,13) PROBE0 nodes=291
T1 sh19 cell=(151,14) PROBE0 nodes=283
T1 sh9 cell=(68,12) PROBE0 nodes=42
T1 sh7 cell=(226,13) PROBE0 nodes=43
T1 sh23 cell=(139,12) PROBE0 nodes=108
T1 sh3 cell=(175,11) PROBE0 nodes=85
T1 sh25 cell=(50,14) PROBE0 nodes=12
T1 sh0 cell=(167,11) PROBE0 nodes=170
T1 sh21 cell=(271,11) PROBE0 nodes=177
T1 sh17 cell=(105,12) PROBE0 nodes=39
T1 sh20 cell=(131,12) PROBE0 nodes=128
T1 sh12 cell=(220,11) PROBE0 nodes=31
T1 sh13 cell=(110,14) PROBE0 nodes=44
T1 sh24 cell=(159,11) PROBE0 nodes=169
T1 sh18 cell=(123,11) PROBE0 nodes=18
T1 sh2 cell=(30,12) PROBE0 nodes=14
T1 sh22 cell=(42,14) PROBE0 nodes=6
T1 sh19 cell=(42,15) PROBE0 nodes=6
T1 sh6 cell=(183,11) PROBE0 nodes=68
T1 sh16 cell=(17,15) PROBE0 nodes=451
T1 sh15 cell=(109,11) PROBE0 nodes=46
T1 sh7 cell=(81,14) PROBE0 nodes=71
T1 sh9 cell=(191,12) PROBE0 nodes=100
T1 sh13 cell=(6,15) PROBE0 nodes=164
T1 sh0 cell=(25,12) PROBE0 nodes=85
T1 sh23 cell=(260,12) PROBE0 nodes=631
T1 sh21 cell=(133,12) PROBE0 nodes=124
T1 sh12 cell=(85,12) PROBE0 nodes=523
T1 sh16 cell=(125,15) PROBE0 nodes=4
T1 sh20 cell=(249,12) PROBE0 nodes=493
T1 sh14 cell=(228,12) PROBE0 nodes=17
T1 sh5 cell=(41,13) PROBE0 nodes=36
T1 sh6 cell=(46,12) PROBE0 nodes=6
T1 sh15 cell=(237,11) PROBE0 nodes=12
T1 sh8 cell=(186,12) PROBE0 nodes=70
T1 sh24 cell=(17,12) PROBE0 nodes=188
T1 sh2 cell=(158,12) PROBE0 nodes=600
T1 sh18 cell=(248,11) PROBE0 nodes=493
T1 sh13 cell=(118,15) PROBE0 nodes=20
T1 sh10 cell=(108,15) PROBE0 nodes=41
T1 sh3 cell=(169,12) PROBE0 nodes=101
T1 sh16 cell=(272,15) PROBE0 nodes=174
T1 sh17 cell=(124,13) PROBE0 nodes=27
T1 sh11 cell=(235,13) PROBE0 nodes=65
T1 sh0 cell=(149,12) PROBE0 nodes=115
T1 sh22 cell=(63,15) PROBE0 nodes=130
T1 sh23 cell=(160,13) PROBE0 nodes=279
T1 sh12 cell=(221,12) PROBE0 nodes=29
T1 sh14 cell=(108,13) PROBE0 nodes=101
T1 sh15 cell=(101,12) PROBE0 nodes=10
T1 sh20 cell=(148,13) PROBE0 nodes=112
T1 sh19 cell=(23,16) PROBE0 nodes=489
T1 sh18 cell=(111,12) PROBE0 nodes=12
T1 sh13 cell=(240,15) PROBE0 nodes=23
T1 sh24 cell=(140,12) PROBE0 nodes=107
T1 sh9 cell=(232,13) PROBE0 nodes=12
T1 sh25 cell=(150,15) PROBE0 nodes=286
T1 sh10 cell=(218,15) PROBE0 nodes=16
T1 sh2 cell=(16,13) PROBE0 nodes=189
T1 sh17 cell=(271,13) PROBE0 nodes=193
T1 sh12 cell=(91,13) PROBE0 nodes=4
T1 sh23 cell=(43,14) PROBE0 nodes=6
T1 sh22 cell=(139,15) PROBE0 nodes=648
T1 sh3 cell=(17,13) PROBE0 nodes=188
T1 sh15 cell=(232,12) PROBE0 nodes=12
T1 sh14 cell=(263,13) PROBE0 nodes=8
T1 sh0 cell=(4,13) PROBE0 nodes=416
T1 sh15 cell=(112,13) PROPKILL
T1 sh21 cell=(149,13) PROBE0 nodes=111
T1 sh8 cell=(230,13) PROBE0 nodes=45
T1 sh20 cell=(28,14) PROBE0 nodes=135
T1 sh5 cell=(79,14) PROBE0 nodes=72
T1 sh25 cell=(46,16) PROBE0 nodes=9
T1 sh19 cell=(200,16) PROPKILL
T1 sh1 cell=(155,15) PROBE0 nodes=290
T1 sh24 cell=(263,12) PROBE0 nodes=13
T1 sh18 cell=(246,12) PROBE0 nodes=9
T1 sh12 cell=(241,13) PROBE0 nodes=1
T1 sh16 cell=(193,16) PROBE0 nodes=74
T1 sh2 cell=(183,13) PROBE0 nodes=75
T1 sh17 cell=(134,14) PROBE0 nodes=354
T1 sh22 cell=(41,16) PROBE0 nodes=18
T1 sh23 cell=(171,14) PROBE0 nodes=94
T1 sh15 cell=(268,13) PROBE0 nodes=2
T1 sh21 cell=(39,14) PROBE0 nodes=11
T1 sh6 cell=(61,13) PROBE0 nodes=203
T1 sh14 cell=(115,14) PROBE0 nodes=72
T1 sh3 cell=(184,13) PROBE0 nodes=74
T1 sh25 cell=(139,16) PROBE0 nodes=421
T1 sh13 cell=(184,16) PROBE0 nodes=74
T1 sh20 cell=(155,14) PROBE0 nodes=131
T1 sh1 cell=(53,16) PROBE0 nodes=160
T1 sh2 cell=(68,14) PROBE0 nodes=43
T1 sh8 cell=(89,14) PROBE0 nodes=386
T1 sh24 cell=(161,13) PROBE0 nodes=183
T1 sh9 cell=(226,14) PROBE0 nodes=38
T1 sh16 cell=(42,17) PROBE0 nodes=445
T1 sh4 cell=(59,16) PROBE0 nodes=134
T1 sh18 cell=(130,13) PROBE0 nodes=500
T1 sh5 cell=(201,14) PROBE0 nodes=398
T1 sh17 cell=(30,15) PROBE0 nodes=14
T1 sh15 cell=(116,14) PROBE0 nodes=11
T1 sh11 cell=(109,15) PROBE0 nodes=42
T1 sh14 cell=(7,15) PROBE0 nodes=171
T1 sh13 cell=(31,17) PROBE0 nodes=31
T1 sh25 cell=(253,16) PROBE0 nodes=500
T1 sh2 cell=(185,14) PROBE0 nodes=71
T1 sh4 cell=(156,16) PROBE0 nodes=352
T1 sh1 cell=(144,16) PROBE0 nodes=519
T1 sh20 cell=(48,15) PROBE0 nodes=14
T1 sh21 cell=(161,14) PROBE0 nodes=187
T1 sh16 cell=(151,17) PROBE0 nodes=8
T1 sh24 cell=(45,14) PROBE0 nodes=7
T1 sh0 cell=(54,14) PROBE0 nodes=289
T1 sh10 cell=(18,17) PROBE0 nodes=330
T1 sh17 cell=(126,15) PROBE0 nodes=4
T1 sh18 cell=(274,13) PROBE0 nodes=10
T1 sh9 cell=(103,15) PROBE0 nodes=592
T1 sh14 cell=(119,15) PROBE0 nodes=20
T1 sh13 cell=(136,17) PROBE0 nodes=422
T1 sh7 cell=(6,17) PROBE0 nodes=178
T1 sh11 cell=(223,15) PROBE0 nodes=102
T1 sh15 cell=(10,15) PROBE0 nodes=529
T1 sh3 cell=(193,14) PROBE0 nodes=81
T1 sh4 cell=(0,17) PROBE0 nodes=27
T1 sh6 cell=(80,14) PROBE0 nodes=72
T1 sh16 cell=(33,18) PROBE0 nodes=44
T1 sh1 cell=(255,16) PROBE0 nodes=501
T1 sh19 cell=(45,18) PROBE0 nodes=456
T1 sh21 cell=(54,15) PROBE0 nodes=265
T1 sh24 cell=(172,14) PROBE0 nodes=94
T1 sh17 cell=(0,16) PROBE0 nodes=24
T1 sh0 cell=(179,14) PROBE0 nodes=75
T1 sh20 cell=(134,15) PROBE0 nodes=503
T1 sh13 cell=(20,18) PROBE0 nodes=339
T1 sh12 cell=(114,15) PROBE0 nodes=14
T1 sh5 cell=(170,15) PROBE0 nodes=94
T1 sh14 cell=(255,15) PROBE0 nodes=404
T1 sh15 cell=(120,15) PROBE0 nodes=25
T1 sh25 cell=(193,17) PROBE0 nodes=74
T1 sh19 cell=(156,18) PROBE0 nodes=353
T1 sh10 cell=(239,17) PROBE0 nodes=3
T1 sh2 cell=(162,15) PROBE0 nodes=277
T1 sh23 cell=(43,16) PROBE0 nodes=448
T1 sh13 cell=(129,18) PROBE0 nodes=500
T1 sh13 cell=(238,18) PROPKILL
T1 sh21 cell=(138,15) PROBE0 nodes=504
T1 sh18 cell=(31,15) PROBE0 nodes=13
T1 sh20 cell=(29,16) PROBE0 nodes=65
T1 sh12 cell=(237,15) PROBE0 nodes=73
T1 sh5 cell=(63,16) PROBE0 nodes=19
T1 sh15 cell=(265,15) PROBE0 nodes=227
T1 sh11 cell=(180,16) PROBE0 nodes=73
T1 sh1 cell=(198,17) PROBE0 nodes=5
T1 sh3 cell=(165,15) PROBE0 nodes=335
T1 sh10 cell=(119,18) PROBE0 nodes=43
T1 sh18 cell=(127,15) PROBE0 nodes=3
T1 sh2 cell=(57,16) PROBE0 nodes=205
T1 sh24 cell=(147,15) PROBE0 nodes=450
T1 sh21 cell=(32,16) PROBE0 nodes=50
T1 sh23 cell=(134,16) PROBE0 nodes=354
T1 sh17 cell=(194,16) PROBE0 nodes=75
T1 sh17 cell=(47,17) PROPKILL
T1 sh25 cell=(190,18) PROBE0 nodes=72
T1 sh20 cell=(130,16) PROBE0 nodes=362
T1 sh20 cell=(201,16) PROPKILL
T1 sh0 cell=(151,15) PROBE0 nodes=126
T1 sh3 cell=(58,16) PROBE0 nodes=35
T1 sh11 cell=(22,17) PROBE0 nodes=30
T1 sh14 cell=(187,16) PROBE0 nodes=185
T1 sh10 cell=(228,18) PROBE0 nodes=55
T1 sh16 cell=(126,19) PROBE0 nodes=34
T1 sh19 cell=(137,19) PROBE0 nodes=627
T1 sh22 cell=(185,18) PROBE0 nodes=76
T1 sh15 cell=(102,16) PROBE0 nodes=500
T1 sh9 cell=(177,16) PROBE0 nodes=72
T1 sh23 cell=(227,16) PROBE0 nodes=40
T1 sh2 cell=(150,16) PROBE0 nodes=126
T1 sh25 cell=(11,19) PROBE0 nodes=229
T1 sh7 cell=(218,18) PROBE0 nodes=29
T1 sh24 cell=(44,16) PROBE0 nodes=449
T1 sh0 cell=(50,16) PROBE0 nodes=5
T1 sh21 cell=(131,16) PROBE0 nodes=500
T1 sh17 cell=(154,17) PROBE0 nodes=300
T1 sh21 cell=(202,16) PROPKILL
T1 sh3 cell=(152,16) PROBE0 nodes=3
T1 sh5 cell=(2,17) PROBE0 nodes=126
T1 sh19 cell=(21,20) PROBE0 nodes=38
T1 sh1 cell=(199,18) PROBE0 nodes=13
T1 sh8 cell=(174,16) PROBE0 nodes=69
T1 sh11 cell=(121,17) PROBE0 nodes=56
T1 sh22 cell=(7,19) PROBE0 nodes=188
T1 sh14 cell=(37,17) PROBE0 nodes=16
T1 sh15 cell=(191,16) PROBE0 nodes=207
T1 sh13 cell=(112,20) PROBE0 nodes=121
T1 sh9 cell=(8,17) PROBE0 nodes=98
T1 sh2 cell=(267,16) PROBE0 nodes=4
T1 sh25 cell=(179,19) PROBE0 nodes=57
T1 sh7 cell=(52,19) PROBE0 nodes=150
T1 sh18 cell=(114,16) PROBE0 nodes=16
T1 sh24 cell=(136,16) PROBE0 nodes=329
T1 sh0 cell=(140,16) PROBE0 nodes=444
T1 sh17 cell=(41,18) PROBE0 nodes=445
T1 sh11 cell=(261,17) PROPKILL
T1 sh3 cell=(272,16) PROBE0 nodes=191
T1 sh1 cell=(31,19) PROBE0 nodes=68
T1 sh20 cell=(173,17) PROBE0 nodes=68
T1 sh10 cell=(231,19) PROBE0 nodes=47
T1 sh22 cell=(155,19) PROBE0 nodes=619
T1 sh8 cell=(7,17) PROBE0 nodes=98
T1 sh12 cell=(30,17) PROBE0 nodes=31
T1 sh4 cell=(41,19) PROBE0 nodes=583
T1 sh13 cell=(4,21) PROBE0 nodes=268
T1 sh15 cell=(39,17) PROBE0 nodes=26
T1 sh23 cell=(184,17) PROBE0 nodes=133
T1 sh7 cell=(218,19) PROBE0 nodes=28
T1 sh18 cell=(195,16) PROBE0 nodes=76
T1 sh24 cell=(235,16) PROBE0 nodes=65
T1 sh1 cell=(187,19) PROBE0 nodes=203
T1 sh11 cell=(126,18) PROBE0 nodes=33
T1 sh22 cell=(33,20) PROBE0 nodes=52
T1 sh16 cell=(12,21) PROBE0 nodes=237
T1 sh19 cell=(23,21) PROBE0 nodes=60
T1 sh17 cell=(149,18) PROBE0 nodes=479
T1 sh5 cell=(219,17) PROBE0 nodes=71
T1 sh14 cell=(22,18) PROBE0 nodes=30
T1 sh6 cell=(167,16) PROBE0 nodes=97
T1 sh8 cell=(109,17) PROBE0 nodes=583
T1 sh13 cell=(116,21) PROBE0 nodes=141
T1 sh21 cell=(176,17) PROBE0 nodes=89
T1 sh12 cell=(135,17) PROBE0 nodes=337
T1 sh25 cell=(200,20) PROBE0 nodes=13
T1 sh18 cell=(48,17) PROPKILL
T1 sh15 cell=(146,17) PROBE0 nodes=382
T1 sh11 cell=(233,18) PROBE0 nodes=49
T1 sh16 cell=(124,21) PROBE0 nodes=50
T1 sh22 cell=(153,20) PROBE0 nodes=377
T1 sh9 cell=(236,17) PROBE0 nodes=69
T1 sh8 cell=(233,17) PROBE0 nodes=63
T1 sh13 cell=(14,22) PROBE0 nodes=505
T1 sh12 cell=(2,18) PROBE0 nodes=20
T1 sh25 cell=(40,21) PROBE0 nodes=439
T1 sh6 cell=(5,17) PROBE0 nodes=102
T1 sh14 cell=(130,18) PROBE0 nodes=105
T1 sh1 cell=(202,20) PROBE0 nodes=13
T1 sh18 cell=(156,17) PROBE0 nodes=193
T1 sh23 cell=(186,18) PROBE0 nodes=75
T1 sh15 cell=(23,18) PROBE0 nodes=48
T1 sh22 cell=(30,21) PROBE0 nodes=22
T1 sh4 cell=(216,20) PROBE0 nodes=16
T1 sh0 cell=(197,17) PROBE0 nodes=5
T1 sh13 cell=(161,22) PROBE0 nodes=315
T1 sh24 cell=(189,17) PROBE0 nodes=153
T1 sh25 cell=(188,21) PROBE0 nodes=86
T1 sh20 cell=(273,18) PROBE0 nodes=188
T1 sh17 cell=(128,19) PROBE0 nodes=504
T1 sh9 cell=(105,18) PROBE0 nodes=352
T1 sh12 cell=(128,18) PROBE0 nodes=99
T1 sh22 cell=(175,21) PROBE0 nodes=61
T1 sh23 cell=(8,19) PROBE0 nodes=108
T1 sh11 cell=(236,19) PROBE0 nodes=69
T1 sh16 cell=(179,22) PROBE0 nodes=387
T1 sh18 cell=(42,18) PROBE0 nodes=445
T1 sh6 cell=(105,17) PROBE0 nodes=501
T1 sh10 cell=(270,21) PROBE0 nodes=559
T1 sh15 cell=(140,18) PROBE0 nodes=208
T1 sh2 cell=(200,18) PROBE0 nodes=16
T1 sh8 cell=(223,18) PROBE0 nodes=32
T1 sh22 cell=(85,22) PROBE0 nodes=12
T1 sh20 cell=(138,19) PROBE0 nodes=504
T1 sh21 cell=(3,19) PROBE0 nodes=18
T1 sh9 cell=(225,18) PROBE0 nodes=130
T1 sh17 cell=(269,19) PROBE0 nodes=180
T1 sh12 cell=(236,18) PROBE0 nodes=69
T1 sh1 cell=(202,21) PROBE0 nodes=14
T1 sh16 cell=(83,23) PROBE0 nodes=12
T1 sh18 cell=(154,18) PROBE0 nodes=7
T1 sh6 cell=(223,17) PROBE0 nodes=108
T1 sh11 cell=(100,20) PROBE0 nodes=621
T1 sh19 cell=(87,23) PROBE0 nodes=12
T1 sh13 cell=(177,23) PROBE0 nodes=381
T1 sh2 cell=(36,19) PROBE0 nodes=86
T1 sh0 cell=(195,18) PROBE0 nodes=56
T1 sh7 cell=(128,22) PROBE0 nodes=54
T1 sh24 cell=(188,18) PROBE0 nodes=65
T1 sh20 cell=(22,20) PROBE0 nodes=37
T1 sh1 cell=(114,22) PROBE0 nodes=113
T1 sh14 cell=(246,19) PROBE0 nodes=97
T1 sh4 cell=(122,22) PROBE0 nodes=49
T1 sh18 cell=(259,18) PROBE0 nodes=505
T1 sh17 cell=(129,20) PROBE0 nodes=504
T1 sh23 cell=(38,20) PROBE0 nodes=445
T1 sh15 cell=(120,19) PROBE0 nodes=42
T1 sh7 cell=(13,23) PROBE0 nodes=251
T1 sh2 cell=(192,19) PROBE0 nodes=166
T1 sh16 cell=(124,24) PROBE0 nodes=75
T1 sh1 cell=(273,22) PROBE0 nodes=8
T1 sh3 cell=(38,19) PROBE0 nodes=445
T1 sh9 cell=(230,19) PROBE0 nodes=46
T1 sh24 cell=(9,19) PROBE0 nodes=112
T1 sh20 cell=(136,20) PROBE0 nodes=492
T1 sh4 cell=(4,23) PROBE0 nodes=87
T1 sh12 cell=(238,19) PROBE0 nodes=2
T1 sh6 cell=(216,18) PROBE0 nodes=16
T1 sh14 cell=(113,20) PROBE0 nodes=119
T1 sh10 cell=(166,23) PROBE0 nodes=3
T1 sh19 cell=(130,24) PROBE0 nodes=54
T1 sh17 cell=(16,21) PROBE0 nodes=446
T1 sh22 cell=(269,23) PROBE0 nodes=83
T1 sh7 cell=(152,23) PROBE0 nodes=13
T1 sh1 cell=(126,23) PROBE0 nodes=49
T1 sh25 cell=(4,24) PROBE0 nodes=129
T1 sh0 cell=(186,19) PROBE0 nodes=74
T1 sh11 cell=(109,21) PROBE0 nodes=501
T1 sh3 cell=(198,19) PROBE0 nodes=9
T1 sh4 cell=(145,23) PROBE0 nodes=347
T1 sh20 cell=(24,21) PROBE0 nodes=67
T1 sh19 cell=(267,24) PROBE0 nodes=76
T1 sh6 cell=(48,19) PROBE0 nodes=457
T1 sh14 cell=(6,21) PROBE0 nodes=254
T1 sh24 cell=(167,19) PROBE0 nodes=73
T1 sh21 cell=(138,20) PROBE0 nodes=336
T1 sh10 cell=(207,24) PROPKILL
T1 sh7 cell=(39,24) PROBE0 nodes=27
T1 sh17 cell=(125,21) PROBE0 nodes=50
T1 sh23 cell=(32,21) PROBE0 nodes=77
T1 sh1 cell=(15,24) PROBE0 nodes=255
T1 sh12 cell=(104,20) PROBE0 nodes=500
T1 sh22 cell=(145,24) PROBE0 nodes=533
T1 sh16 cell=(120,25) PROBE0 nodes=51
T1 sh25 cell=(153,24) PROBE0 nodes=14
T1 sh15 cell=(118,20) PROBE0 nodes=41
T1 sh11 cell=(274,21) PROBE0 nodes=8
T1 sh5 cell=(224,20) PROBE0 nodes=33
T1 sh18 cell=(14,20) PROBE0 nodes=446
T1 sh0 cell=(53,20) PROBE0 nodes=60
T1 sh3 cell=(83,20) PROBE0 nodes=21
T1 sh4 cell=(28,24) PROBE0 nodes=49
T1 sh19 cell=(126,25) PROBE0 nodes=61
T1 sh14 cell=(119,21) PROBE0 nodes=78
T1 sh7 cell=(185,24) PROBE0 nodes=46
T1 sh6 cell=(216,19) PROBE0 nodes=16
T1 sh20 cell=(154,21) PROBE0 nodes=264
T1 sh17 cell=(28,22) PROBE0 nodes=41
T1 sh22 cell=(4,25) PROBE0 nodes=87
T1 sh1 cell=(164,24) PROBE0 nodes=198
T1 sh21 cell=(28,21) PROBE0 nodes=59
T1 sh24 cell=(48,20) PROBE0 nodes=457
T1 sh12 cell=(274,20) PROBE0 nodes=8
T1 sh11 cell=(152,22) PROBE0 nodes=14
T1 sh15 cell=(11,21) PROBE0 nodes=130
T1 sh0 cell=(201,20) PROBE0 nodes=14
T1 sh23 cell=(178,21) PROBE0 nodes=351
T1 sh19 cell=(3,26) PROBE0 nodes=10
T1 sh18 cell=(130,20) PROBE0 nodes=339
T1 sh7 cell=(49,25) PROBE0 nodes=582
T1 sh16 cell=(128,26) PROBE0 nodes=68
T1 sh14 cell=(25,22) PROBE0 nodes=41
T1 sh1 cell=(18,25) PROBE0 nodes=61
T1 sh24 cell=(165,20) PROBE0 nodes=5
T1 sh13 cell=(118,26) PROBE0 nodes=12
T1 sh22 cell=(149,25) PROBE0 nodes=281
T1 sh21 cell=(168,21) PROBE0 nodes=62
T1 sh17 cell=(183,22) PROBE0 nodes=85
T1 sh25 cell=(153,25) PROBE0 nodes=13
T1 sh15 cell=(123,21) PROBE0 nodes=49
T1 sh0 cell=(42,21) PROBE0 nodes=436
T1 sh4 cell=(22,25) PROBE0 nodes=58
T1 sh6 cell=(228,20) PROBE0 nodes=49
T1 sh17 cell=(85,23) PROBE0 nodes=11
T1 sh1 cell=(156,25) PROBE0 nodes=13
T1 sh13 cell=(228,26) PROBE0 nodes=127
T1 sh25 cell=(30,26) PROBE0 nodes=35
T1 sh24 cell=(35,21) PROBE0 nodes=59
T1 sh12 cell=(0,22) PROBE0 nodes=7
T1 sh15 cell=(26,22) PROBE0 nodes=58
T1 sh4 cell=(187,25) PROBE0 nodes=4
T1 sh11 cell=(167,23) PROBE0 nodes=3
T1 sh0 cell=(199,21) PROBE0 nodes=120
T1 sh5 cell=(123,22) PROBE0 nodes=49
T1 sh18 cell=(126,21) PROBE0 nodes=49
T1 sh23 cell=(251,22) PROBE0 nodes=556
T1 sh22 cell=(152,26) PROBE0 nodes=14
T1 sh1 cell=(42,26) PROBE0 nodes=580
T1 sh25 cell=(164,26) PROBE0 nodes=102
T1 sh2 cell=(115,22) PROBE0 nodes=120
T1 sh20 cell=(88,23) PROBE0 nodes=12
T1 sh24 cell=(185,21) PROBE0 nodes=59
T1 sh8 cell=(129,22) PROBE0 nodes=61
T1 sh19 cell=(116,27) PROBE0 nodes=111
T1 sh15 cell=(177,22) PROBE0 nodes=464
T1 sh21 cell=(234,22) PROBE0 nodes=153
T1 sh11 cell=(83,24) PROBE0 nodes=12
T1 sh9 cell=(134,22) PROBE0 nodes=325
T1 sh16 cell=(232,27) PROBE0 nodes=99
T1 sh22 cell=(259,26) PROBE0 nodes=215
T1 sh0 cell=(113,22) PROBE0 nodes=112
T1 sh7 cell=(203,26) PROBE0 nodes=88
T1 sh13 cell=(214,27) PROBE0 nodes=80
T1 sh23 cell=(107,23) PROBE0 nodes=12
T1 sh5 cell=(6,23) PROBE0 nodes=78
T1 sh2 cell=(274,22) PROBE0 nodes=7
T1 sh1 cell=(176,26) PROBE0 nodes=378
T1 sh17 cell=(125,24) PROBE0 nodes=61
T1 sh25 cell=(273,26) PROBE0 nodes=100
T1 sh10 cell=(49,27) PROBE0 nodes=580
T1 sh18 cell=(40,22) PROBE0 nodes=438
T1 sh4 cell=(192,26) PROBE0 nodes=64
T1 sh3 cell=(117,22) PROBE0 nodes=49
T1 sh14 cell=(194,23) PROBE0 nodes=41
T1 sh15 cell=(82,23) PROBE0 nodes=12
T1 sh22 cell=(124,27) PROBE0 nodes=13
T1 sh2 cell=(127,23) PROBE0 nodes=50
T1 sh0 cell=(269,22) PROBE0 nodes=83
T1 sh17 cell=(249,24) PROBE0 nodes=14
T1 sh1 cell=(7,27) PROBE0 nodes=292
T1 sh9 cell=(46,23) PROBE0 nodes=432
T1 sh7 cell=(44,27) PROBE0 nodes=580
T1 sh10 cell=(195,27) PROBE0 nodes=66
T1 sh23 cell=(0,24) PROBE0 nodes=60
T1 sh25 cell=(140,27) PROBE0 nodes=371
T1 sh18 cell=(204,22) PROBE0 nodes=78
T1 sh8 cell=(153,23) PROBE0 nodes=13
T1 sh6 cell=(126,22) PROBE0 nodes=50
T1 sh3 cell=(3,23) PROBE0 nodes=64
T1 sh17 cell=(123,25) PROBE0 nodes=69
T1 sh0 cell=(120,23) PROBE0 nodes=42
T1 sh22 cell=(253,27) PROBE0 nodes=226
T1 sh16 cell=(175,28) PROBE0 nodes=108
T1 sh13 cell=(170,28) PROBE0 nodes=137
T1 sh1 cell=(151,27) PROBE0 nodes=18
T1 sh2 cell=(16,24) PROBE0 nodes=171
T1 sh25 cell=(272,27) PROBE0 nodes=188
T1 sh5 cell=(37,24) PROBE0 nodes=33
T1 sh19 cell=(192,28) PROBE0 nodes=69
T1 sh12 cell=(176,23) PROBE0 nodes=207
T1 sh23 cell=(147,24) PROBE0 nodes=103
T1 sh18 cell=(86,23) PROBE0 nodes=12
T1 sh14 cell=(238,24) PROBE0 nodes=91
T1 sh4 cell=(163,27) PROBE0 nodes=119
